id;nombre;organizador;fechaInicio;fechaFin;duracion;planPago
6460;Kshlerin-Hackett;30130;2018-06-02;2022-11-18;8;3
6461;Kuvalis, Altenwerth and Klein;38980;2019-11-14;2019-11-06;8;322
6462;Orn, Barton and Rau;56768;2022-02-03;2021-10-27;5;524
6463;Dietrich LLC;49343;2021-12-12;2020-11-22;9;3465
6464;Rowe-Bogisich;3037;2022-05-17;2020-10-31;7;4344
6465;Douglas-Rau;64937;2021-10-01;2020-04-02;13;757
6466;Funk LLC;76083;2019-02-11;2022-09-11;11;968
6467;Davis-Ziemann;77253;2020-03-22;2019-03-19;12;3713
6468;Reichert Inc;60461;2018-10-03;2018-08-23;14;4805
6469;Grant, Lind and Graham;20358;2018-08-25;2022-07-06;13;523
6470;Cronin Group;27593;2018-05-25;2022-12-27;9;3994
6471;Hegmann-Paucek;25774;2020-07-18;2019-04-15;14;1658
6472;Kohler Inc;19813;2019-08-30;2018-08-31;1;2963
6473;Fay Group;49938;2021-02-18;2019-12-25;6;4235
6474;Weber-Turner;8671;2019-10-08;2020-10-23;9;1630
6475;Emmerich, Schuster and Oberbrunner;71784;2022-10-13;2022-01-14;3;682
6476;Barton, Grimes and Ortiz;19981;2021-03-08;2018-06-08;12;2143
6477;Gutkowski-Marvin;15830;2019-12-11;2021-10-02;11;636
6478;Wolf, Gleason and Reichert;41374;2021-05-02;2020-05-06;14;4048
6479;Kihn Group;46902;2020-04-26;2020-08-30;13;424
6480;Cremin-Grant;4589;2021-12-21;2018-05-18;12;4692
6481;Ullrich, Hessel and Gleichner;64888;2020-03-02;2019-02-10;11;4465
6482;Runolfsdottir, Reilly and Pfeffer;43261;2019-06-17;2019-05-23;5;3307
6483;Schaefer, Runolfsson and Christiansen;68834;2020-06-12;2020-08-22;7;2515
6484;Hintz-Wiegand;3665;2022-06-11;2019-02-17;15;763
6485;Funk-Dibbert;29188;2019-07-07;2021-01-19;1;510
6486;Kreiger, Homenick and Beahan;18486;2019-11-15;2019-01-15;7;4483
6487;Gulgowski Inc;54787;2019-06-11;2022-01-24;9;2517
6488;Reichel Group;43602;2022-10-30;2020-06-19;11;1701
6489;Mraz-Grant;18460;2020-09-01;2019-01-15;14;2153
6490;Harvey, Steuber and Wilderman;16533;2020-07-19;2020-11-15;9;2805
6491;Labadie-Ryan;76594;2022-04-06;2020-04-10;3;2065
6492;Kunze and Sons;5618;2021-09-07;2018-06-25;6;4850
6493;Kris Group;17354;2021-08-30;2021-03-07;2;1546
6494;Donnelly, Schneider and Tromp;68662;2022-02-22;2018-05-21;5;1160
6495;Hane LLC;5898;2019-03-17;2018-05-15;2;585
6496;Kuhic, Bernhard and Berge;25398;2020-11-08;2020-08-09;14;4659
6497;Mayert Group;60029;2021-03-07;2019-01-30;7;3170
6498;Stark-Towne;16827;2020-11-23;2021-02-01;2;1315
6499;Crooks, Kassulke and Schroeder;52690;2019-01-20;2018-02-27;7;3483
6500;Bernhard-Jacobs;53870;2021-02-08;2021-09-30;9;4517
6501;Keebler, Goldner and Stamm;11851;2019-01-31;2021-01-24;13;1369
6502;Hirthe, Nikolaus and Pouros;9323;2022-07-22;2019-10-25;5;2313
6503;Breitenberg, Veum and Gaylord;51261;2020-11-06;2018-10-20;10;3542
6504;Funk and Sons;17259;2019-12-08;2018-03-02;9;2289
6505;Grant-King;32335;2020-11-19;2021-06-14;4;4454
6506;Marquardt Inc;25836;2021-06-29;2022-07-06;12;3048
6507;Jerde-Kihn;68178;2019-12-28;2022-01-13;7;3711
6508;Dickens and Sons;5432;2022-02-20;2018-05-25;13;510
6509;Upton, Gutmann and Lind;6925;2018-01-14;2019-05-17;7;2019
6510;Kshlerin-Hackett;71745;2021-12-01;2018-04-07;13;2415
6511;Kuvalis, Altenwerth and Klein;2080;2020-02-10;2019-08-13;6;1390
6512;Orn, Barton and Rau;31287;2021-10-04;2018-03-10;4;3041
6513;Dietrich LLC;65442;2018-04-24;2021-11-21;12;1456
6514;Rowe-Bogisich;51566;2020-06-28;2022-11-04;15;3350
6515;Douglas-Rau;72546;2020-06-13;2021-11-12;3;4824
6516;Funk LLC;24995;2018-01-20;2021-05-01;5;4906
6517;Davis-Ziemann;49567;2020-07-25;2022-12-10;7;410
6518;Reichert Inc;35252;2018-10-09;2019-04-22;14;3531
6519;Grant, Lind and Graham;17492;2021-05-24;2018-09-23;4;4603
6520;Cronin Group;52156;2022-11-08;2022-04-27;1;811
6521;Hegmann-Paucek;69030;2022-11-21;2019-03-08;4;1855
6522;Kohler Inc;30452;2022-06-11;2022-06-09;9;4545
6523;Fay Group;75726;2021-03-11;2020-07-18;14;139
6524;Weber-Turner;40572;2018-04-08;2022-04-21;15;1184
6525;Emmerich, Schuster and Oberbrunner;20098;2020-11-08;2018-04-08;2;3581
6526;Barton, Grimes and Ortiz;14168;2022-06-22;2020-06-23;1;832
6527;Gutkowski-Marvin;20420;2019-09-27;2020-10-31;2;4478
6528;Wolf, Gleason and Reichert;74463;2020-11-05;2021-01-31;8;217
6529;Kihn Group;47595;2020-04-07;2018-05-22;5;18
6530;Cremin-Grant;60936;2019-06-08;2021-12-26;12;4109
6531;Ullrich, Hessel and Gleichner;78221;2021-04-09;2020-05-29;2;2852
6532;Runolfsdottir, Reilly and Pfeffer;68599;2020-11-16;2021-07-10;9;4899
6533;Schaefer, Runolfsson and Christiansen;36734;2019-09-04;2019-10-31;6;3828
6534;Hintz-Wiegand;54694;2022-11-06;2021-11-02;1;3826
6535;Funk-Dibbert;53634;2022-08-20;2020-03-01;7;1036
6536;Kreiger, Homenick and Beahan;10616;2020-01-23;2018-05-27;5;931
6537;Gulgowski Inc;40517;2019-02-09;2021-04-11;8;1500
6538;Reichel Group;43154;2022-12-28;2020-07-03;14;3660
6539;Mraz-Grant;30465;2019-06-12;2018-07-24;5;3773
6540;Harvey, Steuber and Wilderman;64808;2020-08-25;2019-02-08;11;2578
6541;Labadie-Ryan;62126;2018-06-02;2022-09-22;10;552
6542;Kunze and Sons;2860;2019-08-31;2020-02-14;3;1958
6543;Kris Group;38088;2018-10-09;2018-07-19;6;3229
6544;Donnelly, Schneider and Tromp;60025;2018-09-04;2022-02-08;3;774
6545;Hane LLC;15167;2019-12-06;2020-06-14;14;1439
6546;Kuhic, Bernhard and Berge;10496;2021-02-03;2020-04-03;7;1500
6547;Mayert Group;37171;2022-12-20;2020-03-13;6;2539
6548;Stark-Towne;52805;2020-10-03;2021-03-04;4;258
6549;Crooks, Kassulke and Schroeder;65690;2022-10-12;2018-11-19;10;3967
6550;Bernhard-Jacobs;11531;2021-10-22;2022-07-28;11;1534
6551;Keebler, Goldner and Stamm;33895;2020-12-23;2022-12-17;7;36
6552;Hirthe, Nikolaus and Pouros;74218;2020-01-07;2020-10-02;5;4261
6553;Breitenberg, Veum and Gaylord;22245;2022-02-28;2019-12-31;11;4133
6554;Funk and Sons;50044;2019-01-29;2021-11-28;11;3654
6555;Grant-King;32488;2018-08-10;2018-05-02;9;2784
6556;Marquardt Inc;532;2019-03-08;2022-09-01;14;3314
6557;Jerde-Kihn;28357;2020-06-28;2020-06-08;14;4606
6558;Dickens and Sons;17254;2018-07-06;2018-05-29;6;138
6559;Upton, Gutmann and Lind;46553;2021-12-10;2018-03-28;4;1514
6560;Kshlerin-Hackett;55978;2021-05-29;2019-04-29;6;4192
6561;Kuvalis, Altenwerth and Klein;28639;2018-10-08;2019-07-09;12;1712
6562;Orn, Barton and Rau;77896;2019-08-05;2020-08-31;5;2058
6563;Dietrich LLC;68950;2021-07-29;2018-09-01;9;2636
6564;Rowe-Bogisich;46664;2021-02-22;2022-05-19;1;3724
6565;Douglas-Rau;25323;2019-10-07;2022-07-02;1;1325
6566;Funk LLC;11719;2019-03-20;2019-05-15;12;778
6567;Davis-Ziemann;25421;2020-11-19;2021-03-24;15;4022
6568;Reichert Inc;1002;2020-05-24;2020-07-10;12;4871
6569;Grant, Lind and Graham;36270;2022-05-26;2021-05-27;14;1491
6570;Cronin Group;41396;2020-06-10;2020-08-25;15;4818
6571;Hegmann-Paucek;76663;2019-02-09;2021-03-31;5;3296
6572;Kohler Inc;23926;2022-06-24;2018-09-27;2;1773
6573;Fay Group;14992;2019-08-11;2021-05-28;5;2042
6574;Weber-Turner;64307;2021-02-20;2022-06-30;13;4984
6575;Emmerich, Schuster and Oberbrunner;24713;2022-10-17;2018-08-19;6;1835
6576;Barton, Grimes and Ortiz;55756;2021-03-04;2019-01-30;2;330
6577;Gutkowski-Marvin;43910;2021-06-10;2022-10-30;2;1256
6578;Wolf, Gleason and Reichert;50294;2019-06-15;2022-04-25;4;4006
6579;Kihn Group;66514;2020-02-06;2022-12-21;6;447
6580;Cremin-Grant;60382;2022-03-30;2019-02-15;5;2197
6581;Ullrich, Hessel and Gleichner;25828;2021-11-17;2020-05-03;8;18
6582;Runolfsdottir, Reilly and Pfeffer;51491;2021-11-22;2020-04-27;7;1393
6583;Schaefer, Runolfsson and Christiansen;28668;2018-05-13;2019-01-14;1;4972
6584;Hintz-Wiegand;13827;2018-03-01;2018-11-25;5;1185
6585;Funk-Dibbert;71502;2022-09-26;2022-12-26;3;2409
6586;Kreiger, Homenick and Beahan;23828;2022-05-20;2021-03-17;4;3218
6587;Gulgowski Inc;5514;2020-09-12;2022-09-01;12;277
6588;Reichel Group;22552;2018-11-22;2018-05-04;1;1343
6589;Mraz-Grant;67922;2019-09-30;2018-05-03;10;3139
6590;Harvey, Steuber and Wilderman;64512;2022-01-26;2019-05-25;10;3218
6591;Labadie-Ryan;19690;2018-05-13;2019-12-25;2;4166
6592;Kunze and Sons;67235;2018-11-23;2019-12-01;11;3472
6593;Kris Group;21888;2019-10-15;2018-02-08;15;3012
6594;Donnelly, Schneider and Tromp;46508;2021-01-30;2022-03-19;7;1960
6595;Hane LLC;61848;2022-05-03;2021-11-23;14;1188
6596;Kuhic, Bernhard and Berge;29802;2020-01-16;2019-01-08;14;338
6597;Mayert Group;23843;2018-01-29;2021-11-30;10;828
6598;Stark-Towne;77416;2022-09-18;2019-10-23;3;4926
6599;Crooks, Kassulke and Schroeder;44499;2019-10-04;2019-06-17;5;1173
6600;Bernhard-Jacobs;2874;2020-07-19;2018-08-13;8;4895
6601;Keebler, Goldner and Stamm;45310;2022-01-13;2020-06-14;4;2590
6602;Hirthe, Nikolaus and Pouros;59108;2022-11-27;2020-05-09;2;1419
6603;Breitenberg, Veum and Gaylord;51628;2022-04-11;2019-04-02;10;2646
6604;Funk and Sons;59735;2021-05-27;2018-05-23;7;3778
6605;Grant-King;1404;2018-06-10;2020-06-05;10;4310
6606;Marquardt Inc;38567;2022-07-31;2020-06-18;8;2060
6607;Jerde-Kihn;57350;2021-07-03;2019-08-23;14;1029
6608;Dickens and Sons;51803;2022-07-31;2020-06-28;5;3066
6609;Upton, Gutmann and Lind;30900;2019-07-09;2018-05-08;7;2120
6610;Kshlerin-Hackett;74591;2021-07-21;2018-06-14;3;3509
6611;Kuvalis, Altenwerth and Klein;63475;2020-07-13;2021-07-06;10;4383
6612;Orn, Barton and Rau;8666;2021-05-09;2021-08-09;7;2776
6613;Dietrich LLC;33592;2020-08-19;2018-01-27;2;4918
6614;Rowe-Bogisich;31897;2019-09-02;2019-06-26;8;3253
6615;Douglas-Rau;4715;2022-08-27;2018-03-19;3;1007
6616;Funk LLC;16855;2022-08-14;2020-10-13;15;1942
6617;Davis-Ziemann;16719;2021-12-03;2022-05-19;2;3438
6618;Reichert Inc;31467;2020-09-05;2021-11-24;4;675
6619;Grant, Lind and Graham;74396;2020-08-31;2022-01-02;8;2759
6620;Cronin Group;42441;2020-10-21;2022-05-31;7;2849
6621;Hegmann-Paucek;73773;2018-06-05;2021-07-17;15;2793
6622;Kohler Inc;66700;2021-07-04;2019-09-17;5;1911
6623;Fay Group;37259;2018-08-30;2021-01-15;13;1190
6624;Weber-Turner;79142;2018-03-09;2018-01-02;5;1834
6625;Emmerich, Schuster and Oberbrunner;71654;2022-12-04;2021-10-19;3;4105
6626;Barton, Grimes and Ortiz;62469;2018-02-17;2019-02-15;15;4046
6627;Gutkowski-Marvin;53134;2018-05-16;2020-04-23;8;3971
6628;Wolf, Gleason and Reichert;53615;2020-12-11;2022-04-29;8;1903
6629;Kihn Group;13972;2018-03-21;2021-06-14;6;1609
6630;Cremin-Grant;69909;2018-12-29;2020-05-14;2;4622
6631;Ullrich, Hessel and Gleichner;16869;2022-04-06;2021-12-16;2;4141
6632;Runolfsdottir, Reilly and Pfeffer;28408;2022-04-22;2021-06-27;11;1909
6633;Schaefer, Runolfsson and Christiansen;48614;2021-07-24;2022-09-01;7;4121
6634;Hintz-Wiegand;63464;2021-01-23;2020-08-02;15;3913
6635;Funk-Dibbert;15854;2021-01-02;2019-08-21;11;597
6636;Kreiger, Homenick and Beahan;66916;2021-10-11;2021-10-07;14;1856
6637;Gulgowski Inc;30408;2020-07-15;2018-12-23;1;1855
6638;Reichel Group;51015;2022-09-11;2019-04-17;3;1372
6639;Mraz-Grant;1596;2020-07-21;2020-05-07;5;3208
6640;Harvey, Steuber and Wilderman;36907;2019-02-14;2022-07-23;3;3939
6641;Labadie-Ryan;52309;2021-11-17;2021-11-28;3;1352
6642;Kunze and Sons;34707;2020-07-17;2018-04-23;10;3643
6643;Kris Group;32229;2018-04-20;2019-12-07;1;645
6644;Donnelly, Schneider and Tromp;45338;2018-10-01;2022-12-15;15;1509
6645;Hane LLC;49075;2019-01-28;2020-06-24;13;3503
6646;Kuhic, Bernhard and Berge;40332;2018-06-04;2019-02-23;13;4732
6647;Mayert Group;53453;2020-02-23;2021-02-15;11;903
6648;Stark-Towne;31837;2022-06-18;2022-04-05;15;666
6649;Crooks, Kassulke and Schroeder;33754;2019-06-01;2019-11-01;2;559
6650;Bernhard-Jacobs;57890;2020-05-26;2021-10-03;6;297
6651;Keebler, Goldner and Stamm;65151;2021-01-02;2022-08-09;1;4441
6652;Hirthe, Nikolaus and Pouros;390;2020-02-06;2020-06-18;9;816
6653;Breitenberg, Veum and Gaylord;16275;2021-06-26;2020-10-09;11;3889
6654;Funk and Sons;6836;2021-08-10;2020-12-28;12;1011
6655;Grant-King;51465;2022-06-21;2019-07-23;15;428
6656;Marquardt Inc;25167;2021-10-02;2022-01-11;15;4797
6657;Jerde-Kihn;28678;2018-04-17;2021-03-08;13;4312
6658;Dickens and Sons;48197;2018-05-05;2018-08-22;1;1085
6659;Upton, Gutmann and Lind;75044;2019-02-19;2022-05-13;8;392
6660;Kshlerin-Hackett;51830;2020-06-26;2018-06-11;1;426
6661;Kuvalis, Altenwerth and Klein;60694;2021-05-07;2021-09-10;8;1512
6662;Orn, Barton and Rau;69417;2018-03-30;2021-04-26;14;1733
6663;Dietrich LLC;73936;2019-07-20;2022-12-15;4;4849
6664;Rowe-Bogisich;69160;2021-10-17;2022-03-29;5;3807
6665;Douglas-Rau;65725;2019-08-17;2019-03-10;13;3478
6666;Funk LLC;73698;2018-10-08;2019-12-05;6;2552
6667;Davis-Ziemann;206;2021-03-02;2022-02-24;2;50
6668;Reichert Inc;22087;2018-05-07;2020-04-10;4;3353
6669;Grant, Lind and Graham;38534;2020-04-05;2022-05-15;12;1558
6670;Cronin Group;45245;2022-08-03;2021-01-21;5;715
6671;Hegmann-Paucek;28308;2019-06-07;2021-11-19;1;3765
6672;Kohler Inc;46412;2022-03-31;2022-02-17;2;3259
6673;Fay Group;78788;2021-09-24;2019-10-31;8;4014
6674;Weber-Turner;28514;2019-06-15;2018-09-23;4;1097
6675;Emmerich, Schuster and Oberbrunner;69583;2020-01-25;2021-10-14;11;2946
6676;Barton, Grimes and Ortiz;4026;2020-07-13;2020-04-19;10;1483
6677;Gutkowski-Marvin;3344;2020-01-15;2018-11-08;3;1611
6678;Wolf, Gleason and Reichert;32270;2019-03-29;2022-02-04;8;1110
6679;Kihn Group;66363;2022-02-16;2018-04-23;3;1371
6680;Cremin-Grant;27456;2018-07-25;2018-11-22;12;4892
6681;Ullrich, Hessel and Gleichner;66825;2019-04-28;2022-10-13;13;3424
6682;Runolfsdottir, Reilly and Pfeffer;57038;2019-04-20;2020-06-28;6;1541
6683;Schaefer, Runolfsson and Christiansen;38523;2020-04-06;2018-07-30;11;2196
6684;Hintz-Wiegand;73035;2020-01-04;2018-08-20;8;4132
6685;Funk-Dibbert;18318;2021-01-01;2022-10-01;5;2278
6686;Kreiger, Homenick and Beahan;50854;2018-06-25;2020-04-29;9;4389
6687;Gulgowski Inc;13544;2021-09-07;2019-01-08;14;2918
6688;Reichel Group;10454;2018-10-10;2022-07-17;2;3437
6689;Mraz-Grant;64607;2021-04-26;2022-03-11;13;4695
6690;Harvey, Steuber and Wilderman;12828;2021-11-09;2022-07-24;15;3111
6691;Labadie-Ryan;57318;2019-01-15;2021-08-14;14;2905
6692;Kunze and Sons;57359;2020-06-20;2021-05-31;7;3129
6693;Kris Group;73669;2020-02-28;2022-09-14;13;1865
6694;Donnelly, Schneider and Tromp;41119;2022-03-04;2018-03-30;1;1717
6695;Hane LLC;6073;2021-03-02;2022-02-10;3;969
6696;Kuhic, Bernhard and Berge;29853;2022-08-10;2018-02-01;8;1652
6697;Mayert Group;29548;2019-01-16;2022-11-25;12;198
6698;Stark-Towne;66903;2019-04-03;2022-12-31;2;3962
6699;Crooks, Kassulke and Schroeder;54366;2020-03-22;2021-10-24;4;793
6700;Bernhard-Jacobs;65729;2021-05-07;2020-05-24;12;4230
6701;Keebler, Goldner and Stamm;20664;2020-07-29;2021-06-05;4;2961
6702;Hirthe, Nikolaus and Pouros;69182;2021-12-18;2018-09-08;13;2419
6703;Breitenberg, Veum and Gaylord;45956;2022-01-05;2018-01-21;14;2012
6704;Funk and Sons;46974;2018-11-30;2021-07-29;7;1795
6705;Grant-King;51380;2019-05-23;2020-04-09;4;893
6706;Marquardt Inc;58027;2022-03-08;2018-04-04;6;1427
6707;Jerde-Kihn;67490;2022-03-30;2020-02-28;7;2948
6708;Dickens and Sons;29840;2022-02-19;2022-06-13;6;1310
6709;Upton, Gutmann and Lind;68903;2021-01-26;2022-09-22;11;701
6710;Kshlerin-Hackett;64095;2022-12-13;2019-11-17;1;3733
6711;Kuvalis, Altenwerth and Klein;42563;2020-11-16;2021-12-11;1;59
6712;Orn, Barton and Rau;78400;2019-02-04;2021-07-10;5;3354
6713;Dietrich LLC;26110;2021-06-14;2019-01-18;4;4142
6714;Rowe-Bogisich;46300;2018-10-17;2018-11-13;8;111
6715;Douglas-Rau;13734;2021-12-05;2021-09-22;8;3338
6716;Funk LLC;6002;2022-04-12;2018-08-04;12;2609
6717;Davis-Ziemann;976;2022-07-24;2020-06-22;1;2287
6718;Reichert Inc;53708;2018-07-19;2019-12-29;4;2968
6719;Grant, Lind and Graham;34012;2021-07-27;2018-12-04;15;132
6720;Cronin Group;18517;2020-01-31;2020-06-21;3;4482
6721;Hegmann-Paucek;76785;2018-03-13;2019-02-08;11;4077
6722;Kohler Inc;51534;2019-06-15;2020-03-06;6;3611
6723;Fay Group;2102;2020-01-18;2019-08-31;8;1579
6724;Weber-Turner;29655;2018-12-27;2019-11-09;1;4239
6725;Emmerich, Schuster and Oberbrunner;48247;2020-11-04;2022-07-06;9;2507
6726;Barton, Grimes and Ortiz;73242;2021-05-20;2020-09-28;2;2393
6727;Gutkowski-Marvin;59334;2020-10-16;2018-08-24;14;2173
6728;Wolf, Gleason and Reichert;10268;2019-11-21;2018-05-17;14;1671
6729;Kihn Group;56932;2020-05-26;2020-04-13;3;4206
6730;Cremin-Grant;1872;2022-02-07;2020-07-10;6;287
6731;Ullrich, Hessel and Gleichner;66504;2022-07-27;2018-02-16;6;4733
6732;Runolfsdottir, Reilly and Pfeffer;56383;2022-06-09;2020-02-16;12;2178
6733;Schaefer, Runolfsson and Christiansen;47183;2019-12-07;2022-08-03;2;93
6734;Hintz-Wiegand;75823;2018-05-14;2021-04-24;15;221
6735;Funk-Dibbert;71965;2022-03-23;2020-02-21;10;3862
6736;Kreiger, Homenick and Beahan;8317;2020-09-06;2022-10-13;6;3286
6737;Gulgowski Inc;25222;2021-09-17;2018-05-30;7;656
6738;Reichel Group;49608;2019-02-03;2020-08-31;13;4037
6739;Mraz-Grant;55980;2018-01-15;2022-10-19;3;1594
6740;Harvey, Steuber and Wilderman;56114;2021-03-23;2019-06-28;2;3147
6741;Labadie-Ryan;38986;2019-02-24;2018-06-22;12;1767
6742;Kunze and Sons;28102;2022-08-07;2020-09-06;3;4372
6743;Kris Group;8481;2020-05-16;2018-03-11;4;2044
6744;Donnelly, Schneider and Tromp;49022;2022-08-09;2020-10-28;4;3709
6745;Hane LLC;66957;2022-07-14;2018-12-07;5;1138
6746;Kuhic, Bernhard and Berge;25198;2022-11-18;2022-12-29;1;2010
6747;Mayert Group;72422;2019-08-26;2018-06-05;4;4269
6748;Stark-Towne;77903;2019-03-02;2020-09-02;2;4801
6749;Crooks, Kassulke and Schroeder;38122;2018-07-27;2018-10-12;5;469
6750;Bernhard-Jacobs;77216;2022-11-07;2020-11-13;15;4453
6751;Keebler, Goldner and Stamm;53231;2019-07-06;2018-12-08;3;396
6752;Hirthe, Nikolaus and Pouros;43907;2019-11-18;2022-11-20;15;2089
6753;Breitenberg, Veum and Gaylord;14528;2022-08-24;2019-04-26;3;4295
6754;Funk and Sons;71135;2020-05-12;2019-02-04;10;4902
6755;Grant-King;68696;2022-03-08;2018-04-14;9;4977
6756;Marquardt Inc;77461;2022-04-03;2018-10-15;5;78
6757;Jerde-Kihn;35003;2019-01-03;2021-03-25;14;4412
6758;Dickens and Sons;2871;2018-07-09;2022-04-16;4;2747
6759;Upton, Gutmann and Lind;48501;2019-09-04;2022-11-24;10;4625
6760;Kshlerin-Hackett;12628;2018-09-06;2022-12-05;2;1096
6761;Kuvalis, Altenwerth and Klein;49475;2020-12-08;2020-09-02;4;777
6762;Orn, Barton and Rau;52280;2018-07-18;2018-06-11;10;2761
6763;Dietrich LLC;17910;2022-01-04;2019-12-25;8;2409
6764;Rowe-Bogisich;37940;2021-05-29;2022-10-11;13;763
6765;Douglas-Rau;5414;2018-09-17;2021-03-15;4;1798
6766;Funk LLC;46498;2018-10-01;2019-02-13;10;7
6767;Davis-Ziemann;68522;2021-03-19;2022-06-16;6;1906
6768;Reichert Inc;17684;2018-04-18;2019-07-19;4;3723
6769;Grant, Lind and Graham;74192;2018-01-11;2020-03-26;12;3821
6770;Cronin Group;34031;2018-08-07;2018-04-01;7;1473
6771;Hegmann-Paucek;16665;2021-05-23;2020-08-11;15;3523
6772;Kohler Inc;3170;2018-07-09;2021-01-21;1;4795
6773;Fay Group;77811;2022-06-30;2022-02-07;12;4093
6774;Weber-Turner;19331;2022-05-16;2021-05-16;12;3674
6775;Emmerich, Schuster and Oberbrunner;8840;2019-06-24;2018-12-31;10;1230
6776;Barton, Grimes and Ortiz;29596;2020-12-17;2019-08-29;9;3120
6777;Gutkowski-Marvin;6710;2020-08-01;2018-08-01;7;797
6778;Wolf, Gleason and Reichert;12443;2018-11-15;2019-04-23;2;1015
6779;Kihn Group;78201;2019-09-27;2021-11-29;1;3457
6780;Cremin-Grant;49017;2020-11-02;2018-01-28;6;4200
6781;Ullrich, Hessel and Gleichner;72158;2020-01-10;2022-01-06;2;4336
6782;Runolfsdottir, Reilly and Pfeffer;67322;2018-12-04;2022-05-01;15;3004
6783;Schaefer, Runolfsson and Christiansen;20494;2019-11-08;2020-07-01;8;4817
6784;Hintz-Wiegand;14213;2019-12-10;2021-12-08;5;1188
6785;Funk-Dibbert;6409;2021-11-18;2020-04-09;2;2236
6786;Kreiger, Homenick and Beahan;9062;2018-12-25;2020-04-28;4;2709
6787;Gulgowski Inc;64490;2019-08-29;2019-08-29;1;3453
6788;Reichel Group;28261;2021-12-31;2022-09-06;6;1549
6789;Mraz-Grant;39043;2018-07-15;2021-12-12;4;316
6790;Harvey, Steuber and Wilderman;57315;2021-03-31;2018-08-11;12;1915
6791;Labadie-Ryan;28860;2019-01-12;2021-09-05;13;2233
6792;Kunze and Sons;51652;2022-09-21;2018-11-09;8;2496
6793;Kris Group;4808;2022-05-21;2022-12-26;12;293
6794;Donnelly, Schneider and Tromp;65626;2022-10-06;2022-04-27;12;953
6795;Hane LLC;53007;2018-04-30;2022-02-28;7;2738
6796;Kuhic, Bernhard and Berge;41636;2022-02-11;2022-08-24;1;1518
6797;Mayert Group;30020;2020-03-13;2022-03-01;1;4419
6798;Stark-Towne;8442;2022-05-16;2020-08-28;9;1027
6799;Crooks, Kassulke and Schroeder;34855;2019-10-02;2019-03-16;11;2980
6800;Bernhard-Jacobs;74010;2021-05-25;2019-06-29;15;70
6801;Keebler, Goldner and Stamm;28002;2022-10-18;2022-10-19;5;3456
6802;Hirthe, Nikolaus and Pouros;5123;2021-01-30;2021-05-28;4;4405
6803;Breitenberg, Veum and Gaylord;52201;2020-07-07;2018-10-09;10;4381
6804;Funk and Sons;53938;2022-04-23;2022-12-01;6;1140
6805;Grant-King;70783;2021-10-14;2021-05-30;9;4939
6806;Marquardt Inc;59460;2018-02-02;2020-02-28;6;771
6807;Jerde-Kihn;15162;2021-10-20;2020-02-29;3;942
6808;Dickens and Sons;45332;2020-11-28;2020-10-30;14;730
6809;Upton, Gutmann and Lind;79002;2018-10-15;2019-04-24;2;3060
6810;Kshlerin-Hackett;33892;2018-11-25;2021-02-28;3;2369
6811;Kuvalis, Altenwerth and Klein;45745;2018-12-01;2022-04-07;12;3193
6812;Orn, Barton and Rau;63486;2022-11-21;2020-04-29;7;2357
6813;Dietrich LLC;53870;2019-07-28;2018-02-24;15;1238
6814;Rowe-Bogisich;75993;2021-05-17;2018-05-02;1;4928
6815;Douglas-Rau;6810;2018-06-10;2020-04-08;6;4206
6816;Funk LLC;6690;2018-06-02;2018-06-02;7;4241
6817;Davis-Ziemann;45656;2018-12-12;2019-12-23;1;3279
6818;Reichert Inc;57935;2019-05-19;2020-03-02;15;3541
6819;Grant, Lind and Graham;42629;2022-02-11;2019-06-02;14;2326
6820;Cronin Group;71274;2021-07-31;2022-04-22;9;3004
6821;Hegmann-Paucek;39193;2018-12-31;2020-08-04;11;3392
6822;Kohler Inc;21105;2022-03-19;2018-09-03;6;4290
6823;Fay Group;28868;2022-11-22;2019-05-28;14;2507
6824;Weber-Turner;7204;2021-05-12;2018-02-20;12;4906
6825;Emmerich, Schuster and Oberbrunner;32905;2021-05-09;2019-05-13;14;470
6826;Barton, Grimes and Ortiz;49081;2022-10-06;2018-04-25;1;23
6827;Gutkowski-Marvin;25749;2022-06-23;2019-04-06;6;2071
6828;Wolf, Gleason and Reichert;36367;2018-09-07;2018-07-25;7;4739
6829;Kihn Group;8976;2022-12-29;2019-05-04;6;2621
6830;Cremin-Grant;50052;2018-06-26;2021-03-03;5;4251
6831;Ullrich, Hessel and Gleichner;76212;2021-02-03;2020-11-10;10;1815
6832;Runolfsdottir, Reilly and Pfeffer;68680;2018-12-07;2021-09-11;1;77
6833;Schaefer, Runolfsson and Christiansen;23248;2019-01-09;2018-03-22;7;3496
6834;Hintz-Wiegand;65020;2018-08-26;2018-01-07;13;2647
6835;Funk-Dibbert;28772;2020-07-09;2018-02-20;6;405
6836;Kreiger, Homenick and Beahan;59469;2021-07-13;2022-08-22;10;4394
6837;Gulgowski Inc;52828;2019-12-31;2018-02-10;2;4685
6838;Reichel Group;69493;2022-02-17;2019-06-26;13;876
6839;Mraz-Grant;13451;2021-11-16;2020-12-04;6;1441
6840;Harvey, Steuber and Wilderman;39470;2022-04-27;2019-08-16;15;1238
6841;Labadie-Ryan;59100;2019-10-08;2018-09-24;4;1944
6842;Kunze and Sons;38354;2021-10-05;2018-09-24;13;3874
